event_date,event_name,event_location,fight_id,weight_class,method,method_detail,round,time,fight_time_seconds,time_format,referee,fighter,opponent,result,kd,sig_str_landed,sig_str_attempted,sig_str_pct,total_str_landed,total_str_attempted,td_landed,td_attempted,td_pct,sub_att,rev,ctrl_sec,ss_head_landed,ss_head_attempted,ss_body_landed,ss_body_attempted,ss_leg_landed,ss_leg_attempted,ss_distance_landed,ss_distance_attempted,ss_clinch_landed,ss_clinch_attempted,ss_ground_landed,ss_ground_attempted,r1_kd,r1_sig_str_landed,r1_sig_str_attempted,r1_total_str_landed,r1_total_str_attempted,r1_td_landed,r1_td_attempted,r1_sub_att,r1_rev,r1_ctrl_sec,r1_ss_head_landed,r1_ss_head_attempted,r1_ss_body_landed,r1_ss_body_attempted,r1_ss_leg_landed,r1_ss_leg_attempted,r1_ss_distance_landed,r1_ss_distance_attempted,r1_ss_clinch_landed,r1_ss_clinch_attempted,r1_ss_ground_landed,r1_ss_ground_attempted,r2_kd,r2_sig_str_landed,r2_sig_str_attempted,r2_total_str_landed,r2_total_str_attempted,r2_td_landed,r2_td_attempted,r2_sub_att,r2_rev,r2_ctrl_sec,r2_ss_head_landed,r2_ss_head_attempted,r2_ss_body_landed,r2_ss_body_attempted,r2_ss_leg_landed,r2_ss_leg_attempted,r2_ss_distance_landed,r2_ss_distance_attempted,r2_ss_clinch_landed,r2_ss_clinch_attempted,r2_ss_ground_landed,r2_ss_ground_attempted,r3_kd,r3_sig_str_landed,r3_sig_str_attempted,r3_total_str_landed,r3_total_str_attempted,r3_td_landed,r3_td_attempted,r3_sub_att,r3_rev,r3_ctrl_sec,r3_ss_head_landed,r3_ss_head_attempted,r3_ss_body_landed,r3_ss_body_attempted,r3_ss_leg_landed,r3_ss_leg_attempted,r3_ss_distance_landed,r3_ss_distance_attempted,r3_ss_clinch_landed,r3_ss_clinch_attempted,r3_ss_ground_landed,r3_ss_ground_attempted,r4_kd,r4_sig_str_landed,r4_sig_str_attempted,r4_total_str_landed,r4_total_str_attempted,r4_td_landed,r4_td_attempted,r4_sub_att,r4_rev,r4_ctrl_sec,r4_ss_head_landed,r4_ss_head_attempted,r4_ss_body_landed,r4_ss_body_attempted,r4_ss_leg_landed,r4_ss_leg_attempted,r4_ss_distance_landed,r4_ss_distance_attempted,r4_ss_clinch_landed,r4_ss_clinch_attempted,r4_ss_ground_landed,r4_ss_ground_attempted,r5_kd,r5_sig_str_landed,r5_sig_str_attempted,r5_total_str_landed,r5_total_str_attempted,r5_td_landed,r5_td_attempted,r5_sub_att,r5_rev,r5_ctrl_sec,r5_ss_head_landed,r5_ss_head_attempted,r5_ss_body_landed,r5_ss_body_attempted,r5_ss_leg_landed,r5_ss_leg_attempted,r5_ss_distance_landed,r5_ss_distance_attempted,r5_ss_clinch_landed,r5_ss_clinch_attempted,r5_ss_ground_landed,r5_ss_ground_attempted
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",ef80a6eea892c296,Catch Weight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Keith Peterson,Jim Miller,Thiago Alves,W,0,28,85,0.32,45,105,4,5,0.8,1,0,384,19,72,5,7,4,6,22,76,1,2,5,7,0,11,34,15,39,1,1,0,0,107,7,29,2,2,2,3,10,31,0,0,1,3,0,10,27,15,32,1,2,0,0,129,8,24,2,3,0,0,5,21,1,2,4,4,0,7,24,15,34,2,2,1,0,148,4,19,1,2,2,3,7,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",ef80a6eea892c296,Catch Weight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Keith Peterson,Thiago Alves,Jim Miller,L,0,36,112,0.32,50,127,0,0,0.0,0,0,32,19,90,11,15,6,7,30,100,3,4,3,8,0,9,32,12,35,0,0,0,0,0,5,27,4,4,0,1,6,29,3,3,0,0,0,13,45,19,52,0,0,0,0,7,7,35,4,8,2,2,13,44,0,1,0,0,0,14,35,19,40,0,0,0,0,25,7,28,3,3,4,4,11,27,0,0,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",c26806c2d554e50c,Lightweight Bout,Submission,,3,2:31,751,3 Rnd (5-5-5),John McCarthy,Khabib Nurmagomedov,Michael Johnson,W,0,94,142,0.66,140,190,2,6,0.33,1,0,524,93,141,1,1,0,0,5,21,1,1,88,120,0,33,58,49,74,1,2,0,0,183,32,57,1,1,0,0,1,6,0,0,32,52,0,49,69,73,95,0,3,0,0,215,49,69,0,0,0,0,3,11,1,1,45,57,0,12,15,18,21,1,1,1,0,126,12,15,0,0,0,0,1,4,0,0,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",c26806c2d554e50c,Lightweight Bout,Submission,,3,2:31,751,3 Rnd (5-5-5),John McCarthy,Michael Johnson,Khabib Nurmagomedov,L,0,19,77,0.24,20,78,0,0,0.0,1,0,0,9,51,7,21,3,5,19,77,0,0,0,0,0,16,52,16,52,0,0,0,0,0,7,32,6,16,3,4,16,52,0,0,0,0,0,1,20,1,20,0,0,1,0,0,1,15,0,4,0,1,1,20,0,0,0,0,0,2,5,3,6,0,0,0,0,0,1,4,1,1,0,0,2,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",b80ef7cdc36ab48b,UFC Welterweight Title Bout,Decision - Majority,,5,5:00,1500,5 Rnd (5-5-5-5-5),Dan Miragliotta,Tyron Woodley,Stephen Thompson,D,1,61,141,0.43,113,200,1,1,1.0,2,0,291,42,111,13,21,6,9,23,93,13,18,25,30,0,14,18,45,53,1,1,0,0,177,8,12,6,6,0,0,0,1,0,0,14,17,0,4,22,14,34,0,0,0,0,68,0,12,3,7,1,3,2,19,2,3,0,0,0,8,32,8,32,0,0,0,0,0,6,29,0,0,2,3,8,32,0,0,0,0,1,27,41,38,53,0,0,2,0,46,24,36,3,5,0,0,5,13,11,15,11,13,0,8,28,8,28,0,0,0,0,0,4,22,1,3,3,3,8,28,0,0,0,0
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",b80ef7cdc36ab48b,UFC Welterweight Title Bout,Decision - Majority,,5,5:00,1500,5 Rnd (5-5-5-5-5),Dan Miragliotta,Stephen Thompson,Tyron Woodley,D,0,43,161,0.26,60,181,0,1,0.0,0,0,148,26,125,11,28,6,8,42,152,0,1,1,8,0,1,4,1,4,0,0,0,0,0,0,2,0,0,1,2,1,4,0,0,0,0,0,6,31,7,33,0,0,0,0,3,4,25,2,6,0,0,6,30,0,1,0,0,0,10,47,10,47,0,0,0,0,0,5,37,3,7,2,3,10,47,0,0,0,0,0,5,19,21,37,0,1,0,0,145,4,14,0,4,1,1,4,11,0,0,1,8,0,21,60,21,60,0,0,0,0,0,13,47,6,11,2,2,21,60,0,0,0,0
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",9ebfd601c43b89b3,Women's Bantamweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Dan Miragliotta,Miesha Tate,Raquel Pennington,L,0,21,65,0.32,48,93,1,5,0.2,0,0,266,8,34,11,28,2,3,11,47,10,18,0,0,0,7,29,12,34,1,3,0,0,155,2,13,3,13,2,3,7,29,0,0,0,0,0,13,32,26,46,0,1,0,0,96,5,17,8,15,0,0,3,14,10,18,0,0,0,1,4,10,13,0,1,0,0,15,1,4,0,0,0,0,1,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",9ebfd601c43b89b3,Women's Bantamweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Dan Miragliotta,Raquel Pennington,Miesha Tate,W,0,43,77,0.55,111,156,1,1,1.0,3,0,407,31,65,8,8,4,4,19,46,13,15,11,16,0,8,21,14,27,0,0,2,0,20,7,20,0,0,1,1,8,21,0,0,0,0,0,24,37,55,74,0,0,0,0,117,16,29,8,8,0,0,11,22,13,15,0,0,0,11,19,42,55,1,1,1,0,270,8,16,0,0,3,3,0,3,0,0,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",9c4cbd0546d03f6b,Featherweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Keith Peterson,Frankie Edgar,Jeremy Stephens,W,0,40,76,0.52,45,81,5,14,0.35,2,1,288,29,62,7,9,4,5,33,65,3,4,4,7,0,6,20,7,21,1,6,0,0,76,4,15,1,3,1,2,5,18,1,2,0,0,0,20,30,21,31,2,5,2,1,88,13,23,4,4,3,3,18,26,0,0,2,4,0,14,26,17,29,2,3,0,0,124,12,24,2,2,0,0,10,21,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",9c4cbd0546d03f6b,Featherweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Keith Peterson,Jeremy Stephens,Frankie Edgar,L,1,33,146,0.22,41,154,0,0,0.0,1,0,4,23,133,4,5,6,8,25,136,7,9,1,1,0,5,39,6,40,0,0,0,0,0,1,33,2,3,2,3,5,38,0,1,0,0,1,20,60,22,62,0,0,0,0,4,17,56,1,1,2,3,13,52,6,7,1,1,0,8,47,13,52,0,0,1,0,0,5,44,1,1,2,2,7,46,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",8172d8d996335d0a,Middleweight Bout,KO/TKO,,1,3:22,202,3 Rnd (5-5-5),Dan Miragliotta,Rafael Natal,Tim Boetsch,L,0,5,18,0.27,5,18,0,1,0.0,0,0,0,2,13,1,2,2,3,5,18,0,0,0,0,0,5,18,5,18,0,1,0,0,0,2,13,1,2,2,3,5,18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",8172d8d996335d0a,Middleweight Bout,KO/TKO,,1,3:22,202,3 Rnd (5-5-5),Dan Miragliotta,Tim Boetsch,Rafael Natal,W,1,14,25,0.56,14,25,0,0,0.0,0,0,4,9,17,1,4,4,4,11,22,0,0,3,3,1,14,25,14,25,0,0,0,0,4,9,17,1,4,4,4,11,22,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",706228ddb6076b3f,Women's Bantamweight Bout,Decision - Split,,3,5:00,900,3 Rnd (5-5-5),Mario Yamasaki,Liz Carmouche,Katlyn Cerminara,W,0,27,64,0.42,49,88,4,7,0.57,0,0,458,6,32,5,7,16,25,21,57,2,3,4,4,0,11,20,19,28,2,3,0,0,177,4,11,2,4,5,5,7,16,0,0,4,4,0,7,18,21,34,1,1,0,0,168,1,9,1,1,5,8,6,17,1,1,0,0,0,9,26,9,26,1,3,0,0,113,1,12,2,2,6,12,8,24,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",706228ddb6076b3f,Women's Bantamweight Bout,Decision - Split,,3,5:00,900,3 Rnd (5-5-5),Mario Yamasaki,Katlyn Cerminara,Liz Carmouche,L,1,22,115,0.19,64,160,0,0,0.0,0,0,10,11,94,5,11,6,10,17,104,3,8,2,3,0,2,19,18,35,0,0,0,0,0,0,15,0,0,2,4,2,19,0,0,0,0,0,9,41,15,47,0,0,0,0,0,3,30,2,5,4,6,8,37,1,4,0,0,1,11,55,31,78,0,0,0,0,10,8,49,3,6,0,0,7,48,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",4403857f545ede75,UFC Women's Strawweight Title Bout,Decision - Unanimous,,5,5:00,1500,5 Rnd (5-5-5-5-5),Keith Peterson,Joanna Jedrzejczyk,Karolina Kowalkiewicz,W,0,171,360,0.47,181,371,1,1,1.0,0,0,210,63,191,44,81,64,88,126,293,45,67,0,0,0,29,68,31,70,0,0,0,0,28,6,32,10,19,13,17,23,59,6,9,0,0,0,27,63,28,65,0,0,0,0,22,10,33,4,11,13,19,21,55,6,8,0,0,0,33,70,35,72,0,0,0,0,46,13,38,12,18,8,14,18,50,15,20,0,0,0,39,70,44,75,1,1,0,0,40,12,33,12,16,15,21,31,54,8,16,0,0,0,43,89,43,89,0,0,0,0,74,22,55,6,17,15,17,33,75,10,14,0,0
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",4403857f545ede75,UFC Women's Strawweight Title Bout,Decision - Unanimous,,5,5:00,1500,5 Rnd (5-5-5-5-5),Keith Peterson,Karolina Kowalkiewicz,Joanna Jedrzejczyk,L,0,50,220,0.22,63,234,0,1,0.0,0,0,214,36,188,11,22,3,10,36,195,14,25,0,0,0,8,46,11,49,0,0,0,0,39,5,40,2,5,1,1,5,42,3,4,0,0,0,6,32,8,34,0,1,0,0,58,3,24,2,5,1,3,4,28,2,4,0,0,0,6,34,9,37,0,0,0,0,36,2,24,3,6,1,4,5,30,1,4,0,0,0,25,58,28,62,0,0,0,0,77,21,53,4,4,0,1,17,46,8,12,0,0,0,5,50,7,52,0,0,0,0,4,5,47,0,2,0,1,5,49,0,1,0,0
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",1d7015553debd1c8,UFC Lightweight Title Bout,KO/TKO,,2,3:04,484,5 Rnd (5-5-5-5-5),John McCarthy,Eddie Alvarez,Conor McGregor,L,0,9,41,0.21,12,46,0,3,0.0,0,0,57,2,27,6,10,1,4,9,41,0,0,0,0,0,6,29,6,29,0,1,0,0,0,1,18,4,7,1,4,6,29,0,0,0,0,0,3,12,6,17,0,2,0,0,57,1,9,2,3,0,0,3,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",1d7015553debd1c8,UFC Lightweight Title Bout,KO/TKO,,2,3:04,484,5 Rnd (5-5-5-5-5),John McCarthy,Conor McGregor,Eddie Alvarez,W,3,32,84,0.38,40,93,0,0,0.0,0,0,54,24,71,7,11,1,2,24,67,3,5,5,12,2,18,57,20,60,0,0,0,0,52,15,51,3,6,0,0,13,45,1,2,4,10,1,14,27,20,33,0,0,0,0,2,9,20,4,5,1,2,11,22,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",14477908199435e1,Welterweight Bout,KO/TKO,,1,1:19,79,3 Rnd (5-5-5),John McCarthy,Vicente Luque,Belal Muhammad,W,1,9,21,0.42,9,21,0,0,0.0,0,0,3,5,16,2,3,2,2,5,17,0,0,4,4,1,9,21,9,21,0,0,0,0,3,5,16,2,3,2,2,5,17,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",14477908199435e1,Welterweight Bout,KO/TKO,,1,1:19,79,3 Rnd (5-5-5),John McCarthy,Belal Muhammad,Vicente Luque,L,0,3,10,0.3,3,10,0,0,0.0,0,0,0,2,8,0,0,1,2,3,10,0,0,0,0,0,3,10,3,10,0,0,0,0,0,2,8,0,0,1,2,3,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,"Mexico City, Distrito Federal, Mexico",e322eae035f7c00f,Featherweight Bout,Submission,,2,2:13,433,3 Rnd (5-5-5),Jerin Valel,Ricardo Lamas,Charles Oliveira,W,0,11,20,0.55,13,22,1,1,1.0,1,1,147,7,14,1,3,3,3,8,15,0,0,3,5,0,5,11,7,13,1,1,0,0,71,3,9,0,0,2,2,3,8,0,0,2,3,0,6,9,6,9,0,0,1,1,76,4,5,1,3,1,1,5,7,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,"Mexico City, Distrito Federal, Mexico",e322eae035f7c00f,Featherweight Bout,Submission,,2,2:13,433,3 Rnd (5-5-5),Jerin Valel,Charles Oliveira,Ricardo Lamas,L,0,13,18,0.72,36,42,2,2,1.0,2,0,217,11,16,1,1,1,1,6,9,1,2,6,7,0,7,10,26,30,1,1,2,0,193,7,10,0,0,0,0,1,3,0,0,6,7,0,6,8,10,12,1,1,0,0,24,4,6,1,1,1,1,5,6,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,"Mexico City, Distrito Federal, Mexico",c5a8e0098d1024ce,Lightweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Mario Yamasaki,Diego Sanchez,Marcin Held,W,0,46,81,0.56,69,108,0,1,0.0,0,0,557,31,62,12,16,3,3,21,52,0,0,25,29,0,17,44,19,46,0,1,0,0,31,11,34,5,9,1,1,17,44,0,0,0,0,0,8,10,20,23,0,0,0,0,276,5,7,2,2,1,1,1,2,0,0,7,8,0,21,27,30,39,0,0,0,0,250,15,21,5,5,1,1,3,6,0,0,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,"Mexico City, Distrito Federal, Mexico",c5a8e0098d1024ce,Lightweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Mario Yamasaki,Marcin Held,Diego Sanchez,L,0,30,82,0.36,57,112,0,2,0.0,1,0,17,30,80,0,2,0,0,23,70,3,4,4,8,0,23,64,32,73,0,0,1,0,17,23,63,0,1,0,0,20,61,3,3,0,0,0,2,4,11,13,0,0,0,0,0,2,4,0,0,0,0,1,2,0,0,1,2,0,5,14,14,26,0,2,0,0,0,5,13,0,1,0,0,2,7,0,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,"Mexico City, Distrito Federal, Mexico",c1e039419a671b9e,Lightweight Bout,Decision - Split,,3,5:00,900,3 Rnd (5-5-5),Mario Yamasaki,Marco Polo Reyes,Jason Novelli,W,0,50,166,0.3,67,183,0,0,0.0,0,0,153,20,122,18,28,12,16,39,154,0,0,11,12,0,9,49,10,50,0,0,0,0,0,2,32,4,11,3,6,9,49,0,0,0,0,0,23,57,39,73,0,0,0,0,153,6,39,9,9,8,9,12,45,0,0,11,12,0,18,60,18,60,0,0,0,0,0,12,51,5,8,1,1,18,60,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,"Mexico City, Distrito Federal, Mexico",c1e039419a671b9e,Lightweight Bout,Decision - Split,,3,5:00,900,3 Rnd (5-5-5),Mario Yamasaki,Jason Novelli,Marco Polo Reyes,L,0,29,126,0.23,51,151,1,3,0.33,0,0,65,16,107,3,8,10,11,27,123,0,0,2,3,0,10,42,10,42,0,1,0,0,5,5,36,1,1,4,5,10,42,0,0,0,0,0,4,21,20,38,0,1,0,0,10,2,17,0,2,2,2,4,21,0,0,0,0,0,15,63,21,71,1,1,0,0,50,9,54,2,5,4,4,13,60,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,"Mexico City, Distrito Federal, Mexico",9220acccebf14a46,Lightweight Bout,Decision - Unanimous,,5,5:00,1500,5 Rnd (5-5-5-5-5),Herb Dean,Rafael Dos Anjos,Tony Ferguson,L,0,121,276,0.43,126,281,0,5,0.0,0,0,30,84,223,18,33,19,20,119,271,1,1,1,4,0,25,49,30,54,0,1,0,0,29,15,39,3,3,7,7,24,46,0,0,1,3,0,19,65,19,65,0,1,0,0,0,14,55,3,8,2,2,18,64,1,1,0,0,0,30,61,30,61,0,1,0,0,0,23,52,5,7,2,2,30,60,0,0,0,1,0,21,52,21,52,0,2,0,0,1,13,43,6,7,2,2,21,52,0,0,0,0,0,26,49,26,49,0,0,0,0,0,19,34,1,8,6,7,26,49,0,0,0,0
2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,"Mexico City, Distrito Federal, Mexico",9220acccebf14a46,Lightweight Bout,Decision - Unanimous,,5,5:00,1500,5 Rnd (5-5-5-5-5),Herb Dean,Tony Ferguson,Rafael Dos Anjos,W,0,199,401,0.49,200,402,0,2,0.0,0,0,0,126,312,28,42,45,47,196,397,3,4,0,0,0,22,62,22,62,0,0,0,0,0,11,49,2,4,9,9,21,61,1,1,0,0,0,50,100,51,101,0,0,0,0,0,27,75,12,14,11,11,50,99,0,1,0,0,0,44,81,44,81,0,0,0,0,0,28,60,5,10,11,11,44,81,0,0,0,0,0,40,83,40,83,0,2,0,0,0,26,65,8,11,6,7,38,81,2,2,0,0,0,43,75,43,75,0,0,0,0,0,34,63,1,3,8,9,43,75,0,0,0,0
2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,"Mexico City, Distrito Federal, Mexico",588a39cab19065bc,Catch Weight Bout,Submission,,1,1:37,97,3 Rnd (5-5-5),Miguel Jimenez,Marco Beltran,Joe Soto,L,0,3,8,0.37,3,9,0,0,0.0,0,0,0,1,5,2,2,0,1,2,7,0,0,1,1,0,3,8,3,9,0,0,0,0,0,1,5,2,2,0,1,2,7,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,"Mexico City, Distrito Federal, Mexico",588a39cab19065bc,Catch Weight Bout,Submission,,1,1:37,97,3 Rnd (5-5-5),Miguel Jimenez,Joe Soto,Marco Beltran,W,0,2,2,1.0,2,2,1,1,1.0,1,0,26,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,2,2,1,1,1,0,26,0,0,0,0,2,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,"Mexico City, Distrito Federal, Mexico",52943c821416dc38,Women's Strawweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Keith Peterson,Alexa Grasso,Heather Clark,W,0,65,134,0.48,120,200,1,2,0.5,0,0,201,28,86,22,30,15,18,35,81,26,48,4,5,0,30,65,61,100,0,0,0,0,59,18,49,7,10,5,6,16,34,14,31,0,0,0,8,19,25,39,0,1,0,0,88,1,9,7,9,0,1,2,10,6,9,0,0,0,27,50,34,61,1,1,0,0,54,9,28,8,11,10,11,17,37,6,8,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,"Mexico City, Distrito Federal, Mexico",52943c821416dc38,Women's Strawweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Keith Peterson,Heather Clark,Alexa Grasso,L,0,40,87,0.45,74,127,0,4,0.0,0,0,139,17,59,16,21,7,7,26,70,14,17,0,0,0,22,47,26,53,0,1,0,0,35,9,32,9,11,4,4,12,35,10,12,0,0,0,7,16,18,31,0,2,0,0,67,4,11,1,3,2,2,4,12,3,4,0,0,0,11,24,30,43,0,1,0,0,37,4,16,6,7,1,1,10,23,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,"Mexico City, Distrito Federal, Mexico",51010081d59b4687,Bantamweight Bout,Decision - Split,,3,5:00,900,3 Rnd (5-5-5),Mario Yamasaki,Erik Perez,Felipe Arantes,W,0,36,96,0.37,103,177,3,5,0.6,0,1,426,21,78,12,15,3,3,11,61,0,1,25,34,0,21,43,30,55,1,1,0,0,111,13,34,5,6,3,3,7,23,0,0,14,20,0,11,21,47,65,1,1,0,1,195,4,13,7,8,0,0,1,8,0,0,10,13,0,4,32,26,57,1,3,0,0,120,4,31,0,1,0,0,3,30,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,"Mexico City, Distrito Federal, Mexico",51010081d59b4687,Bantamweight Bout,Decision - Split,,3,5:00,900,3 Rnd (5-5-5),Mario Yamasaki,Felipe Arantes,Erik Perez,L,0,34,68,0.5,42,76,0,0,0.0,2,1,115,18,48,5,8,11,12,30,62,1,2,3,4,0,15,22,19,26,0,0,1,1,36,7,13,2,3,6,6,14,21,0,0,1,1,0,7,18,9,20,0,0,0,0,54,2,12,1,1,4,5,5,16,0,0,2,2,0,12,28,14,30,0,0,1,0,25,9,23,2,4,1,1,11,25,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,"Mexico City, Distrito Federal, Mexico",4fa26e1e88583ab5,Featherweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Miguel Jimenez,Enrique Barzola,Chris Avila,W,0,72,127,0.56,129,231,7,12,0.58,0,0,425,29,76,12,18,31,33,59,107,5,8,8,12,0,24,49,35,66,3,5,0,0,113,7,28,4,7,13,14,20,42,1,2,3,5,0,27,45,55,88,2,5,0,0,164,13,30,4,5,10,10,20,35,4,5,3,5,0,21,33,39,77,2,2,0,0,148,9,18,4,6,8,9,19,30,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
