event_date,event_name,event_location,fight_id,weight_class,method,method_detail,round,time,fight_time_seconds,time_format,referee,fighter,opponent,result,kd,sig_str_landed,sig_str_attempted,sig_str_pct,total_str_landed,total_str_attempted,td_landed,td_attempted,td_pct,sub_att,rev,ctrl_sec,ss_head_landed,ss_head_attempted,ss_body_landed,ss_body_attempted,ss_leg_landed,ss_leg_attempted,ss_distance_landed,ss_distance_attempted,ss_clinch_landed,ss_clinch_attempted,ss_ground_landed,ss_ground_attempted,r1_kd,r1_sig_str_landed,r1_sig_str_attempted,r1_total_str_landed,r1_total_str_attempted,r1_td_landed,r1_td_attempted,r1_sub_att,r1_rev,r1_ctrl_sec,r1_ss_head_landed,r1_ss_head_attempted,r1_ss_body_landed,r1_ss_body_attempted,r1_ss_leg_landed,r1_ss_leg_attempted,r1_ss_distance_landed,r1_ss_distance_attempted,r1_ss_clinch_landed,r1_ss_clinch_attempted,r1_ss_ground_landed,r1_ss_ground_attempted,r2_kd,r2_sig_str_landed,r2_sig_str_attempted,r2_total_str_landed,r2_total_str_attempted,r2_td_landed,r2_td_attempted,r2_sub_att,r2_rev,r2_ctrl_sec,r2_ss_head_landed,r2_ss_head_attempted,r2_ss_body_landed,r2_ss_body_attempted,r2_ss_leg_landed,r2_ss_leg_attempted,r2_ss_distance_landed,r2_ss_distance_attempted,r2_ss_clinch_landed,r2_ss_clinch_attempted,r2_ss_ground_landed,r2_ss_ground_attempted,r3_kd,r3_sig_str_landed,r3_sig_str_attempted,r3_total_str_landed,r3_total_str_attempted,r3_td_landed,r3_td_attempted,r3_sub_att,r3_rev,r3_ctrl_sec,r3_ss_head_landed,r3_ss_head_attempted,r3_ss_body_landed,r3_ss_body_attempted,r3_ss_leg_landed,r3_ss_leg_attempted,r3_ss_distance_landed,r3_ss_distance_attempted,r3_ss_clinch_landed,r3_ss_clinch_attempted,r3_ss_ground_landed,r3_ss_ground_attempted,r4_kd,r4_sig_str_landed,r4_sig_str_attempted,r4_total_str_landed,r4_total_str_attempted,r4_td_landed,r4_td_attempted,r4_sub_att,r4_rev,r4_ctrl_sec,r4_ss_head_landed,r4_ss_head_attempted,r4_ss_body_landed,r4_ss_body_attempted,r4_ss_leg_landed,r4_ss_leg_attempted,r4_ss_distance_landed,r4_ss_distance_attempted,r4_ss_clinch_landed,r4_ss_clinch_attempted,r4_ss_ground_landed,r4_ss_ground_attempted,r5_kd,r5_sig_str_landed,r5_sig_str_attempted,r5_total_str_landed,r5_total_str_attempted,r5_td_landed,r5_td_attempted,r5_sub_att,r5_rev,r5_ctrl_sec,r5_ss_head_landed,r5_ss_head_attempted,r5_ss_body_landed,r5_ss_body_attempted,r5_ss_leg_landed,r5_ss_leg_attempted,r5_ss_distance_landed,r5_ss_distance_attempted,r5_ss_clinch_landed,r5_ss_clinch_attempted,r5_ss_ground_landed,r5_ss_ground_attempted
2026-05-16,UFC Fight Night: Allen vs. Costa,"Las Vegas, Nevada, USA",48cb604345f11766,Middleweight Bout,KO/TKO,,2,0:44,344,3 Rnd (5-5-5),Chris Tognoni,Andre Petroski,Cody Brundage,L,0,8,17,0.47,21,30,1,1,1.0,0,0,116,2,7,1,4,5,6,7,16,0,0,1,1,0,8,16,21,29,1,1,0,0,116,2,6,1,4,5,6,7,15,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-16,UFC Fight Night: Allen vs. Costa,"Las Vegas, Nevada, USA",39417b7d07c2fd83,Women's Strawweight Bout,Submission,,3,3:08,788,3 Rnd (5-5-5),Kerry Hatley,Shauna Bannon,Nicolle Caliari,L,0,29,49,0.59,158,183,0,1,0.0,0,0,110,16,31,9,11,4,7,19,38,1,2,9,9,0,2,7,82,88,0,0,0,0,9,1,5,0,0,1,2,2,7,0,0,0,0,0,20,28,64,76,0,0,0,0,101,13,18,7,8,0,2,10,17,1,2,9,9,0,7,14,12,19,0,1,0,0,0,2,8,2,3,3,3,7,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-16,UFC Fight Night: Allen vs. Costa,"Las Vegas, Nevada, USA",39417b7d07c2fd83,Women's Strawweight Bout,Submission,,3,3:08,788,3 Rnd (5-5-5),Kerry Hatley,Nicolle Caliari,Shauna Bannon,W,0,20,38,0.52,50,68,4,9,0.44,1,0,558,18,35,2,3,0,0,8,26,2,2,10,10,0,6,9,25,28,2,2,0,0,273,5,8,1,1,0,0,4,7,0,0,2,2,0,6,14,10,18,1,6,0,0,155,5,13,1,1,0,0,1,9,1,1,4,4,0,8,15,15,22,1,1,1,0,130,8,14,0,1,0,0,3,10,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",ffcb47e17eebe6a6,Lightweight Bout,Submission,,3,4:42,882,3 Rnd (5-5-5),Mike Beltran,Grant Dawson,Mateusz Rebecki,W,0,35,94,0.37,71,136,1,3,0.33,4,0,428,19,67,14,23,2,4,24,81,6,7,5,6,0,13,21,24,35,0,0,1,0,157,7,15,6,6,0,0,4,12,5,5,4,4,0,20,69,21,70,0,2,0,0,14,10,48,8,17,2,4,19,66,1,2,0,1,0,2,4,26,31,1,1,3,0,257,2,4,0,0,0,0,1,3,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",ffcb47e17eebe6a6,Lightweight Bout,Submission,,3,4:42,882,3 Rnd (5-5-5),Mike Beltran,Mateusz Rebecki,Grant Dawson,L,1,33,64,0.51,49,81,1,5,0.2,0,1,142,27,56,1,2,5,6,27,50,4,4,2,10,0,8,11,9,12,0,2,0,1,50,7,10,0,0,1,1,4,6,4,4,0,1,1,24,51,34,62,1,3,0,0,89,20,45,1,2,3,4,22,42,0,0,2,9,0,1,2,6,7,0,0,0,0,3,0,1,0,0,1,1,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",f88dc6e0c29cff1d,Welterweight Bout,Submission,,2,1:13,373,3 Rnd (5-5-5),Keith Peterson,Joel Alvarez,Yaroslav Amosov,L,0,8,22,0.36,9,23,0,0,0.0,0,0,0,7,20,1,2,0,0,8,22,0,0,0,0,0,2,6,3,7,0,0,0,0,0,2,6,0,0,0,0,2,6,0,0,0,0,0,6,16,6,16,0,0,0,0,0,5,14,1,2,0,0,6,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",f88dc6e0c29cff1d,Welterweight Bout,Submission,,2,1:13,373,3 Rnd (5-5-5),Keith Peterson,Yaroslav Amosov,Joel Alvarez,W,0,16,28,0.57,22,34,6,11,0.54,1,0,232,11,20,1,2,4,6,9,20,5,6,2,2,0,10,17,16,23,5,9,0,0,223,8,13,0,1,2,3,3,9,5,6,2,2,0,6,11,6,11,1,2,1,0,9,3,7,1,1,2,3,6,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",e92d89cb2d69235e,Flyweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Giovanna Scano,Clayton Carpenter,Jose Ochoa,L,0,68,153,0.44,70,155,1,7,0.14,0,0,67,24,82,25,49,19,22,61,143,6,8,1,2,0,23,49,25,51,0,3,0,0,7,8,27,10,17,5,5,19,44,4,5,0,0,0,25,54,25,54,0,2,0,0,0,12,33,4,12,9,9,25,53,0,1,0,0,0,20,50,20,50,1,2,0,0,60,4,22,11,20,5,8,17,46,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",e92d89cb2d69235e,Flyweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Giovanna Scano,Jose Ochoa,Clayton Carpenter,W,1,153,269,0.56,180,296,0,2,0.0,0,0,69,79,174,45,64,29,31,140,248,8,11,5,10,1,54,98,60,104,0,2,0,0,44,28,67,14,18,12,13,49,88,1,1,4,9,0,51,94,51,94,0,0,0,0,25,23,56,19,29,9,9,44,84,6,9,1,1,0,48,77,69,98,0,0,0,0,0,28,51,12,17,8,9,47,76,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",e50857173607d631,Lightweight Bout,Submission,,1,3:29,209,3 Rnd (5-5-5),Keith Peterson,Jim Miller,Jared Gordon,W,0,9,17,0.52,10,18,0,0,0.0,1,0,0,5,13,3,3,1,1,9,17,0,0,0,0,0,9,17,10,18,0,0,1,0,0,5,13,3,3,1,1,9,17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",e50857173607d631,Lightweight Bout,Submission,,1,3:29,209,3 Rnd (5-5-5),Keith Peterson,Jared Gordon,Jim Miller,L,0,7,16,0.43,8,17,2,2,1.0,0,0,44,4,11,2,3,1,2,7,15,0,1,0,0,0,7,16,8,17,2,2,0,0,44,4,11,2,3,1,2,7,15,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",c85b530861145935,UFC Flyweight Title Bout,KO/TKO,,5,1:32,1292,5 Rnd (5-5-5-5-5),Vitor Ribeiro,Joshua Van,Tatsuro Taira,W,2,131,209,0.62,190,269,1,2,0.5,2,0,81,118,195,12,12,1,2,104,173,9,10,18,26,0,7,13,21,28,0,0,0,0,0,7,13,0,0,0,0,7,12,0,1,0,0,1,21,32,47,58,0,1,0,0,27,20,31,0,0,1,1,14,22,1,1,6,9,1,57,89,64,96,1,1,2,0,50,54,85,3,3,0,1,41,68,4,4,12,17,0,19,37,31,49,0,0,0,0,4,19,37,0,0,0,0,18,36,1,1,0,0,0,27,38,27,38,0,0,0,0,0,18,29,9,9,0,0,24,35,3,3,0,0
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",c85b530861145935,UFC Flyweight Title Bout,KO/TKO,,5,1:32,1292,5 Rnd (5-5-5-5-5),Vitor Ribeiro,Tatsuro Taira,Joshua Van,L,0,55,151,0.36,100,199,8,21,0.38,0,0,638,45,131,3,10,7,10,43,131,4,7,8,13,0,16,26,20,31,4,5,0,0,220,12,22,1,1,3,3,9,16,2,2,5,8,0,5,19,16,32,1,3,0,0,173,3,15,2,3,0,1,3,17,2,2,0,0,0,14,49,16,51,2,7,0,0,42,13,46,0,2,1,1,14,47,0,1,0,1,0,13,34,41,62,1,3,0,0,195,10,29,0,2,3,3,10,30,0,0,3,4,0,7,23,7,23,0,3,0,0,8,7,19,0,2,0,2,7,21,0,2,0,0
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",9d35723a53749931,Middleweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Gasper Oliver,Roman Kopylov,Marco Tulio,W,3,61,124,0.49,69,132,1,1,1.0,0,0,154,46,97,12,17,3,10,46,102,4,5,11,17,0,15,39,15,39,0,0,0,0,0,6,22,7,10,2,7,15,39,0,0,0,0,1,22,44,23,45,0,0,0,0,45,19,38,2,4,1,2,16,32,0,0,6,12,2,24,41,31,48,1,1,0,0,109,21,37,3,3,0,1,15,31,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",9d35723a53749931,Middleweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Gasper Oliver,Marco Tulio,Roman Kopylov,L,0,62,160,0.38,80,178,0,0,0.0,0,0,0,28,105,18,34,16,21,62,159,0,1,0,0,0,22,61,22,61,0,0,0,0,0,7,37,8,14,7,10,22,61,0,0,0,0,0,26,57,36,67,0,0,0,0,0,11,37,7,11,8,9,26,57,0,0,0,0,0,14,42,22,50,0,0,0,0,0,10,31,3,9,1,2,14,41,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",845b8653f9cf839c,Welterweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Keith Peterson,Sean Brady,Joaquin Buckley,W,0,77,180,0.42,245,416,4,10,0.4,0,0,729,76,179,0,0,1,1,6,15,0,0,71,165,0,34,68,51,89,1,3,0,0,192,34,68,0,0,0,0,2,9,0,0,32,59,0,18,52,90,161,2,4,0,0,273,18,52,0,0,0,0,1,2,0,0,17,50,0,25,60,104,166,1,3,0,0,264,24,59,0,0,1,1,3,4,0,0,22,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",845b8653f9cf839c,Welterweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Keith Peterson,Joaquin Buckley,Sean Brady,L,0,5,31,0.16,21,53,0,0,0.0,0,0,0,2,27,2,3,1,1,5,31,0,0,0,0,0,1,8,1,8,0,0,0,0,0,0,6,0,1,1,1,1,8,0,0,0,0,0,4,16,11,28,0,0,0,0,0,2,14,2,2,0,0,4,16,0,0,0,0,0,0,7,9,17,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",770c5302e32916ea,Middleweight Bout,KO/TKO,,2,1:10,370,3 Rnd (5-5-5),Gary Copeland,Ateba Gautier,Ozzy Diaz,W,1,23,82,0.28,27,86,0,0,0.0,0,0,0,15,69,6,11,2,2,20,79,1,1,2,2,0,12,55,16,59,0,0,0,0,0,8,49,2,4,2,2,11,54,1,1,0,0,1,11,27,11,27,0,0,0,0,0,7,20,4,7,0,0,9,25,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",770c5302e32916ea,Middleweight Bout,KO/TKO,,2,1:10,370,3 Rnd (5-5-5),Gary Copeland,Ozzy Diaz,Ateba Gautier,L,0,6,20,0.3,8,22,0,3,0.0,0,0,63,5,18,1,2,0,0,6,20,0,0,0,0,0,4,12,6,14,0,3,0,0,63,4,11,0,1,0,0,4,12,0,0,0,0,0,2,8,2,8,0,0,0,0,0,1,7,1,1,0,0,2,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",70f1621080b3435c,UFC Middleweight Title Bout,Decision - Split,,5,5:00,1500,5 Rnd (5-5-5-5-5),Herb Dean,Khamzat Chimaev,Sean Strickland,L,0,98,240,0.4,137,283,9,13,0.69,0,0,436,52,163,35,65,11,12,96,237,2,3,0,0,0,0,3,17,23,2,2,0,0,287,0,0,0,2,0,1,0,3,0,0,0,0,0,10,19,18,28,0,2,0,0,4,5,11,4,7,1,1,10,19,0,0,0,0,0,29,89,29,89,0,0,0,0,0,17,62,10,25,2,2,29,89,0,0,0,0,0,37,72,45,80,1,2,0,0,54,20,49,11,17,6,6,37,72,0,0,0,0,0,22,57,28,63,6,7,0,0,91,10,41,10,14,2,2,20,54,2,3,0,0
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",70f1621080b3435c,UFC Middleweight Title Bout,Decision - Split,,5,5:00,1500,5 Rnd (5-5-5-5-5),Herb Dean,Sean Strickland,Khamzat Chimaev,W,0,123,312,0.39,160,355,0,1,0.0,0,0,181,118,302,5,10,0,0,119,306,1,1,3,5,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,29,57,0,0,0,0,181,15,37,0,1,0,0,12,33,0,0,3,5,0,43,100,43,100,0,0,0,0,0,42,98,1,2,0,0,43,100,0,0,0,0,0,34,86,38,90,0,0,0,0,0,33,84,1,2,0,0,34,86,0,0,0,0,0,31,88,38,95,0,1,0,0,0,28,83,3,5,0,0,30,87,1,1,0,0
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",303018d7459323b4,Featherweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Vincent Dudley,Pat Sabatini,William Gomis,W,0,25,70,0.35,78,125,3,20,0.15,0,0,672,7,44,6,10,12,16,18,57,7,13,0,0,0,3,11,16,24,1,6,0,0,276,2,10,1,1,0,0,0,4,3,7,0,0,0,8,30,31,54,1,7,0,0,197,2,19,2,5,4,6,7,27,1,3,0,0,0,14,29,31,47,1,7,0,0,199,3,15,3,4,8,10,11,26,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",303018d7459323b4,Featherweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Vincent Dudley,William Gomis,Pat Sabatini,L,0,23,64,0.35,54,98,0,0,0.0,0,0,0,12,50,8,10,3,4,13,49,10,15,0,0,0,2,4,8,11,0,0,0,0,0,1,3,1,1,0,0,0,1,2,3,0,0,0,10,30,20,40,0,0,0,0,0,5,22,4,6,1,2,7,26,3,4,0,0,0,11,30,26,47,0,0,0,0,0,6,25,3,3,2,2,6,22,5,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",22ba4f1b0aafbf82,Heavyweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Mike Beltran,Alexander Volkov,Waldo Cortes Acosta,W,0,88,143,0.61,88,143,0,1,0.0,0,0,3,22,70,23,29,43,44,88,143,0,0,0,0,0,33,44,33,44,0,0,0,0,0,4,14,8,8,21,22,33,44,0,0,0,0,0,34,56,34,56,0,1,0,0,0,13,31,7,11,14,14,34,56,0,0,0,0,0,21,43,21,43,0,0,0,0,3,5,25,8,10,8,8,21,43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",22ba4f1b0aafbf82,Heavyweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Mike Beltran,Waldo Cortes Acosta,Alexander Volkov,L,0,54,130,0.41,54,130,0,1,0.0,0,0,1,30,91,6,13,18,26,53,129,1,1,0,0,0,15,33,15,33,0,0,0,0,0,7,21,2,4,6,8,15,33,0,0,0,0,0,22,47,22,47,0,0,0,0,0,8,29,3,6,11,12,22,47,0,0,0,0,0,17,50,17,50,0,1,0,0,1,15,41,1,3,1,6,16,49,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",1f5d0b106385b2ac,Middleweight Bout,Submission,,3,4:12,852,3 Rnd (5-5-5),Gasper Oliver,Baisangur Susurkaev,Djorden Santos,W,0,107,213,0.5,136,242,1,5,0.2,1,0,136,56,143,31,48,20,22,98,202,2,2,7,9,0,21,58,21,58,0,1,0,0,0,6,34,7,15,8,9,21,58,0,0,0,0,0,56,104,66,114,0,0,0,0,0,29,69,17,24,10,11,54,102,2,2,0,0,0,30,51,49,70,1,4,1,0,136,21,40,7,9,2,2,23,42,0,0,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",1f5d0b106385b2ac,Middleweight Bout,Submission,,3,4:12,852,3 Rnd (5-5-5),Gasper Oliver,Djorden Santos,Baisangur Susurkaev,L,0,78,211,0.36,89,222,0,1,0.0,0,0,21,69,198,5,8,4,5,70,201,8,10,0,0,0,19,58,19,58,0,0,0,0,0,15,53,1,2,3,3,18,55,1,3,0,0,0,45,108,51,114,0,1,0,0,21,42,102,2,4,1,2,40,103,5,5,0,0,0,14,45,19,50,0,0,0,0,0,12,43,2,2,0,0,12,43,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",1158a27a1a04b971,Lightweight Bout,Submission,,1,4:20,260,3 Rnd (5-5-5),Gary Copeland,King Green,Jeremy Stephens,W,0,57,87,0.65,64,95,1,1,1.0,1,0,94,44,69,9,14,4,4,22,41,0,0,35,46,0,57,87,64,95,1,1,1,0,94,44,69,9,14,4,4,22,41,0,0,35,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,UFC 328: Chimaev vs. Strickland,"Newark, New Jersey, USA",1158a27a1a04b971,Lightweight Bout,Submission,,1,4:20,260,3 Rnd (5-5-5),Gary Copeland,Jeremy Stephens,King Green,L,0,5,13,0.38,7,15,0,0,0.0,1,0,7,3,10,0,1,2,2,4,12,1,1,0,0,0,5,13,7,15,0,0,1,0,7,3,10,0,1,2,2,4,12,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",edff38661bf2866b,Middleweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Mike Beltran,Jacob Malkoun,Gerald Meerschaert,W,0,36,82,0.43,54,103,3,3,1.0,0,0,137,30,74,6,8,0,0,36,81,0,0,0,1,0,6,12,11,17,1,1,0,0,13,5,11,1,1,0,0,6,12,0,0,0,0,0,18,42,30,57,0,0,0,0,83,16,40,2,2,0,0,18,42,0,0,0,0,0,12,28,13,29,2,2,0,0,41,9,23,3,5,0,0,12,27,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",edff38661bf2866b,Middleweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Mike Beltran,Gerald Meerschaert,Jacob Malkoun,L,0,32,76,0.42,53,100,0,3,0.0,3,2,263,23,66,6,7,3,3,31,74,0,1,1,1,0,4,5,15,18,0,0,1,1,236,3,4,1,1,0,0,3,4,0,0,1,1,0,16,32,18,35,0,1,0,0,0,11,26,3,4,2,2,16,31,0,1,0,0,0,12,39,20,47,0,2,2,1,27,9,36,2,2,1,1,12,39,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",eb6d9fef6c374830,Welterweight Bout,KO/TKO,,3,3:17,797,5 Rnd (5-5-5-5-5),Mike Beltran,Jack Della Maddalena,Carlos Prates,L,0,41,76,0.53,53,90,2,5,0.4,0,0,73,25,52,8,15,8,9,41,76,0,0,0,0,0,15,30,23,40,1,1,0,0,33,5,18,5,7,5,5,15,30,0,0,0,0,0,25,39,29,43,1,2,0,0,33,19,28,3,7,3,4,25,39,0,0,0,0,0,1,7,1,7,0,2,0,0,7,1,6,0,1,0,0,1,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",eb6d9fef6c374830,Welterweight Bout,KO/TKO,,3,3:17,797,5 Rnd (5-5-5-5-5),Mike Beltran,Carlos Prates,Jack Della Maddalena,W,3,104,193,0.53,104,193,0,0,0.0,0,0,42,79,164,11,14,14,15,89,171,1,1,14,21,0,22,45,22,45,0,0,0,0,0,13,34,3,4,6,7,22,45,0,0,0,0,1,36,79,36,79,0,0,0,0,2,27,69,5,6,4,4,35,78,0,0,1,1,2,46,69,46,69,0,0,0,0,40,39,61,3,4,4,4,32,48,1,1,13,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",cfc884a249141cba,Featherweight Bout,KO/TKO,,1,2:47,167,3 Rnd (5-5-5),Mike Beltran,Marwan Rahiki,Ollie Schmid,W,1,22,40,0.55,22,40,0,0,0.0,0,0,4,14,25,2,7,6,8,19,36,0,0,3,4,1,22,40,22,40,0,0,0,0,4,14,25,2,7,6,8,19,36,0,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",cfc884a249141cba,Featherweight Bout,KO/TKO,,1,2:47,167,3 Rnd (5-5-5),Mike Beltran,Ollie Schmid,Marwan Rahiki,L,0,9,30,0.3,9,30,0,0,0.0,0,0,0,0,15,3,6,6,9,9,30,0,0,0,0,0,9,30,9,30,0,0,0,0,0,0,15,3,6,6,9,9,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-02,UFC Fight Night: Della Maddalena vs. Prates,"Perth, Western Australia, Australia",afec383a96893ec5,Flyweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Lukasz Bosacki,Tim Elliott,Steve Erceg,L,0,90,261,0.34,93,265,2,11,0.18,0,0,34,44,191,11,27,35,43,87,255,3,6,0,0,0,39,91,40,93,2,3,0,0,18,20,57,5,15,14,19,39,89,0,2,0,0,0,27,78,28,79,0,4,0,0,16,10,56,4,8,13,14,24,75,3,3,0,0,0,24,92,25,93,0,4,0,0,0,14,78,2,4,8,10,24,91,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
